joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,paddle_x,paddle_y,paddle_z
-0.07840844988822937,0.07895033061504364,3.6627861845772713e-05,-0.30858251452445984,0.0098625048995018,-0.7044408321380615,-0.04585948958992958,-0.23852412402629852,0.002227886114269495,-1.8526796102523804,1.568327784538269,0.12051677703857422,-0.4490945637226105,0.44455546140670776
-0.02606242522597313,0.04073729366064072,2.966856845887378e-05,-0.39043647050857544,0.025849908590316772,-0.688378095626831,-0.027440600097179413,-0.3240046203136444,0.00633958401158452,-1.8532887697219849,1.5714681148529053,0.05942465364933014,-0.36882656812667847,0.3634868264198303
0.13125891983509064,0.126092329621315,-0.0007608050364069641,-0.25666022300720215,-0.04155261814594269,-0.7191040515899658,0.008259346708655357,-0.4088777005672455,-0.008880475535988808,-1.854361653327942,1.5692319869995117,0.14394721388816833,-0.26809483766555786,0.36646315455436707
0.15935920178890228,0.14129327237606049,-0.00019328025518916547,-0.17408736050128937,-0.02472289279103279,-0.7393314242362976,0.002186325378715992,-0.3924143612384796,-0.00541233504191041,-1.8548624515533447,1.5695641040802002,0.15244734287261963,-0.2537938356399536,0.406189501285553
0.1497022956609726,0.17453575134277344,-0.00015655701281502843,-0.17225295305252075,0.006696008145809174,-0.7115406394004822,0.0025550960563123226,-0.36251014471054077,-7.678382826270536e-05,-1.8512967824935913,1.5714858770370483,0.16164976358413696,-0.255956768989563,0.4486006200313568
0.13741667568683624,0.19230930507183075,-0.00012681118096224964,-0.13854938745498657,-0.00033729287679307163,-0.7060185670852661,0.005748207680881023,-0.3636482059955597,-0.0008120269048959017,-1.8525139093399048,1.5715053081512451,0.18031714856624603,-0.26949459314346313,0.4667539596557617
0.08831297606229782,0.19130684435367584,-0.00010310103971278295,-0.17418959736824036,-0.02543996274471283,-0.6847817897796631,0.0021771113388240337,-0.3455139994621277,-0.004172346089035273,-1.8512420654296875,1.5696468353271484,0.1996702253818512,-0.29975008964538574,0.48492273688316345
0.06843176484107971,0.20509198307991028,-8.351184078492224e-05,-0.1510774791240692,-0.014405171386897564,-0.6799307465553284,-0.0019468598766252398,-0.3700282871723175,-0.0025088584516197443,-1.8598589897155762,1.569747805595398,0.21037225425243378,-0.3333236575126648,0.47574377059936523
0.03885779529809952,0.23728476464748383,-6.764459249097854e-05,-0.15323492884635925,0.013601305894553661,-0.6752261519432068,0.0006551602273248136,-0.43031105399131775,0.0015280838124454021,-1.8583028316497803,1.5716098546981812,0.22049325704574585,-0.3762759566307068,0.4809800386428833
0.0052467635832726955,0.2845478951931,-5.47921190445777e-05,-0.19643916189670563,0.043941646814346313,-0.6899417638778687,0.004029185976833105,-0.4399230182170868,0.006166974548250437,-1.857645034790039,1.5736678838729858,0.24144016206264496,-0.40592727065086365,0.45435795187950134
