joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,paddle_x,paddle_y,paddle_z
-0.13970087468624115,0.2805424928665161,0.0642675831913948,0.3192155361175537,-0.002016586484387517,-0.5340393781661987,0.08317308127880096,-0.637628972530365,-0.0011196098057553172,-2.3160316944122314,1.5749205350875854,0.23355092108249664,-1.0287299156188965,0.6786978840827942
-0.09614187479019165,0.29768168926239014,0.05205674096941948,0.4214744567871094,-0.0009194485028274357,-0.6639683246612549,0.059677742421627045,-0.5106121897697449,-0.000574774167034775,-2.3238096237182617,1.5739082098007202,0.26698002219200134,-1.0401159524917603,0.6642629504203796
-0.00817523431032896,0.3163362443447113,0.014646120369434357,0.31595301628112793,0.0051443432457745075,-0.6222821474075317,-0.030847107991576195,-0.6015375256538391,0.0006477479473687708,-2.346853256225586,1.5708919763565063,0.32973167300224304,-0.9239838719367981,0.6697789430618286
0.03091331198811531,-0.07725268602371216,-0.00011616166011663154,0.08095648884773254,0.053385037928819656,-0.5372465252876282,0.007850517518818378,-0.4046086072921753,0.0034890859387815,-2.3556745052337646,1.5726268291473389,-0.10286858677864075,-0.6828513145446777,0.6393889784812927
0.03443541377782822,-0.05581403151154518,-9.409094491275027e-05,0.17986805737018585,0.05000762268900871,-0.6514804363250732,0.020956743508577347,-0.35604068636894226,0.0013448541285470128,-2.351141929626465,1.5730284452438354,-0.09195615351200104,-0.7200399041175842,0.6544339060783386
0.02705659717321396,-0.044781215488910675,-7.621366967214271e-05,0.19971030950546265,0.03961549326777458,-0.6985199451446533,0.00985203217715025,-0.31583234667778015,0.0017667619977146387,-2.351921319961548,1.5722792148590088,-0.07056885212659836,-0.7389354109764099,0.6515425443649292
0.010132897645235062,-0.02596927247941494,-0.0004074603202752769,0.16551975905895233,0.03458435460925102,-0.7451138496398926,0.01931879110634327,-0.2430652379989624,0.0003029645304195583,-2.352587938308716,1.5724058151245117,-0.05522672086954117,-0.730530321598053,0.6434189677238464
0.010218033567070961,0.006300544366240501,-0.00033002300187945366,0.10653998702764511,0.033100634813308716,-0.6695523858070374,0.034328896552324295,-0.14742505550384521,-0.0014412135351449251,-2.353257417678833,1.5725009441375732,-0.03186163678765297,-0.7001414895057678,0.6415043473243713
-0.021143300458788872,0.028277477249503136,-0.00026731862453743815,0.0031244938727468252,0.019957417622208595,-0.5705201625823975,0.016394024714827538,-0.22258853912353516,-0.0005208838265389204,-2.353808879852295,1.5719672441482544,0.0017230279045179486,-0.6778097152709961,0.6664519309997559
-0.06876435875892639,0.03449688106775284,-0.00021652808936778456,-0.12104398012161255,-0.0027395577635616064,-0.5882525444030762,0.0006535074207931757,-0.11224868893623352,-0.0010263054864481091,-2.354081392288208,1.5707628726959229,0.027789894491434097,-0.6543343663215637,0.6333496570587158
